Discipline,RR,comment,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Psychology,yes,,23NI8XNZ,journalArticle,2014,"Schouppe, Nathalie; de Ferrerre, Evelien; Van Opstal, Filip; Braem, Senne; Notebaert, Wim",Conscious and unconscious context-specific cognitive control,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.00539,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.00539/abstract,,04/06/2014,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:57,,,,5,,,,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,T4YYXFNJ,journalArticle,2017,"Bailey, April H.; LaFrance, Marianne; Dovidio, John F.",Could a woman be superman? Gender and the embodiment of power postures,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2016.1248079,https://www.tandfonline.com/doi/full/10.1080/23743603.2016.1248079,,17/01/2017,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 11:44,Jan-22,,,,,,Could a woman be superman?,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,8QIQNWXI,journalArticle,2017,"Dwyer, Ryan J.; Dunn, Elizabeth W.; Hershfield, Hal E.",Cousins or conjoined twins: how different are meaning and happiness in everyday life?,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1376580,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1376580,,02/09/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:41,199-215,,02-Mar,2,,,Cousins or conjoined twins,,,,,,,en,,,,,CrossRef,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,M9G3GPFB,journalArticle,2018,"Ernst, Anja; Hoekstra, Rink; Wagenmakers, Eric-Jan; Gelman, Andrew; Ravenzwaaij, Don van",Do Researchers Anchor their Beliefs on the Outcome of an Initial Study? Testing the Time-Reversal Heuristic,PsyArXiv,,,10.17605/OSF.IO/EHYM3,https://psyarxiv.com/ehym3/,"Copyright Notice. The document distributed here has been provided as a means to ensure timely dissemination of scholarly and technical work on a noncommercial basis. Copyright and all rights therein are maintained by the authors or by other copyright holders, notwithstanding that they have offered their works here electronically. It is understood that all persons copying this information will adhere to the terms and constraints invoked by each author's copyright. These works may not be reposted without the explicit permission of the copyright holder.",20/01/2018,25/11/2018 17:58,25/11/2018 17:58,22/01/2018 23:27,,,,,,,Do Researchers Anchor their Beliefs on the Outcome of an Initial Study?,,,,,,,,,,,,psyarxiv.com,,0,<p>Accepted/in press (Experimental Psychology) - found here (https://www.rug.nl/research/portal/publications/do-researchers-anchor-their-beliefs-on-the-outcome-of-an-initial-study-testing-the-timereversal-heuristic(fe98df49-92f6-4c75-bc4f-48a5688a4bf0)/export.html)</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,BVU6D2JI,journalArticle,2014,"Johnson, David J.; Cheung, Felix; Donnellan, M. Brent","Does Cleanliness Influence Moral Judgments?: A Direct Replication of Schnall, Benton, and Harvey (2008)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000186,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000186,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:38,209-215,,3,45,,,Does Cleanliness Influence Moral Judgments?,,,,,,,en,,,,,CrossRef,,70,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,7G463RGE,journalArticle,2015,"Gianelli, Claudia; Dalla Volta, Riccardo",Does listening to action-related sentences modulate the activity of the motor system? Replication of a combined TMS and behavioral study,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.01511,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.01511/abstract,,05/01/2015,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:55,,,,5,,,Does listening to action-related sentences modulate the activity of the motor system?,,,,,,,,,,,,CrossRef,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,GA4VHKGT,journalArticle,2014,"Brandt, Mark J.; IJzerman, Hans; Blanken, Irene","Does Recalling Moral Behavior Change the Perception of Brightness?: A Replication and Meta-Analysis of Banerjee, Chatterjee, and Sinha (2012)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000191,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000191,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:38,246-252,,3,45,,,Does Recalling Moral Behavior Change the Perception of Brightness?,,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,HI79LYGP,journalArticle,2017,"Jackson, Benita; Nault, Kelly; Smart Richman, Laura; LaBelle, Onawa; Rohleder, Nicolas",Does that pose become you? Testing the effect of body postures on self-concept,Comprehensive Results in Social Psychology,,,10.1080/23743603.2017.1341178,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1341178,,28/06/2017,25/11/2018 17:58,25/11/2018 17:58,,81-105,,,2,,,Does that pose become you?,,,,,,,,,,,,DataCite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,Q3Y2B2JA,journalArticle,2017,"Whillans, Ashley V.; Seider, Scott C.; Chen, Lihan; Dwyer, Ryan J.; Novick, Sarah; Gramigna, Kathryn J.; Mitchell, Brittany A.; Savalei, Victoria; Dickerson, Sally S.; Dunn, Elizabeth W.",Does volunteering improve well-being?,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2016.1273647,https://www.tandfonline.com/doi/full/10.1080/23743603.2016.1273647,,26/01/2017,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 11:44,Jan-16,,,,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,R38LX8IZ,journalArticle,2017,"McCarthy, Randy J.",Due diligence: revisiting the heat–aggression association hypothesis,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1378071,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1378071,,02/09/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:41,216-227,,02-Mar,2,,,Due diligence,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,GFEBAT8D,journalArticle,2017,"van der Zee, Tim; Admiraal, Wilfried; Paas, Fred; Saab, Nadira; Giesbers, Bas","Effects of Subtitles, Complexity, and Language Proficiency on Learning From Online Education Videos",Journal of Media Psychology,,"1864-1105, 2151-2388",10.1027/1864-1105/a000208,http://econtent.hogrefe.com/doi/10.1027/1864-1105/a000208,,21/03/2017,25/11/2018 17:58,25/11/2018 17:58,25/03/2017 23:14,18-30,,1,29,,,,,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (https://econtent.hogrefe.com/doi/abs/10.1027/1864-1105/a000212)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,R43K6LDF,journalArticle,2016,"Ronay, Richard; Tybur, Joshua M.; van Huijstee, Dian; Morssinkhof, Margot","Embodied power, testosterone, and overconfidence as a causal pathway to risk-taking",Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2016.1248081,https://www.tandfonline.com/doi/full/10.1080/23743603.2016.1248081,,06/12/2016,25/11/2018 17:58,25/11/2018 17:58,04/05/2017 11:45,Jan-16,,,,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,UAS32C7L,journalArticle,2016,"Klauer, Karl Christoph; Becker, Manuel; Spruyt, Adriaan",Evaluative Priming in the Pronunciation Task: A Preregistered Replication and Extension,Experimental Psychology,,"1618-3169, 2190-5142",10.1027/1618-3169/a000286,http://econtent.hogrefe.com/doi/10.1027/1618-3169/a000286,,29/03/2016,25/11/2018 17:58,25/11/2018 17:58,05/05/2017 12:58,70-78,,1,63,,,Evaluative Priming in the Pronunciation Task,,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the online article, but does in pdf of article and issue table of contents states this is a Registered Report (https://econtent.hogrefe.com/toc/zea/64/5)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,VBTPDJAH,journalArticle,2018,"Frenken, Marius; Berti, Stefan",Exploring the switching of the focus of attention within working memory: A combined event-related potential and behavioral study,International Journal of Psychophysiology,,1678760,10.1016/j.ijpsycho.2018.01.012,http://linkinghub.elsevier.com/retrieve/pii/S0167876017305846,,21/02/2018,25/11/2018 17:58,25/11/2018 17:58,09/04/2018 13:19,30-41,,,126,,,Exploring the switching of the focus of attention within working memory,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,H4HHRMYV,journalArticle,2014,"Nauts, Sanne; Langner, Oliver; Huijsmans, Inge; Vonk, Roos; Wigboldus, Daniël H. J.",Forming Impressions of Personality,Social Psychology,,1864-9335,10.1027/1864-9335/a000179,http://dx.doi.org/10.1027/1864-9335/a000179,"Asch?s seminal research on ?Forming Impressions of Personality? (1946) has widely been cited as providing evidence for a primacy-of-warmth effect, suggesting that warmth-related judgments have a stronger influence on impressions of personality than competence-related judgments (e.g., Fiske, Cuddy,  Wojciszke, 2005). Because this effect does not fit with Asch?s Gestalt-view on impression formation and does not readily follow from the data presented in his original paper, the goal of the present study was to critically examine and replicate the studies of Asch?s paper that are most relevant to the primacy-of-warmth effect. We found no evidence for a primacy-of-warmth effect. Instead, the role of warmth was highly context-dependent, and competence was at least as important in shaping impressions as warmth.",01/01/2014,25/11/2018 17:58,06/11/2019 13:58,18/05/2016,153-163,,3,45,,Social Psychology,,,,,,,,,,,,,,,Citation Key: nauts_forming_2014 00000,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,6KN6JI83,journalArticle,2017,"Berndsen, Mariëtte; Thomas, Emma F.; McGarty, Craig; Bliuc, Ana-Maria; Hendres, Daniela Muntele","Glorifying national identification increases schadenfreude about asylum seekers when they are a threat, not entitled to seek asylum, and blamed for their adversity",Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1360573,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1360573,,02/09/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:40,166-198,,02-Mar,2,,,,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,WEQEYF4S,journalArticle,2018,"Chapman, Angus F.; Hawkins-Elder, Hannah; Susilo, Tirta",How robust is familiar face recognition? A repeat detection study of more than 1000 faces,Royal Society Open Science,,2054-5703,10.1098/rsos.170634,http://rsos.royalsocietypublishing.org/content/5/5/170634,"Recent theories suggest that familiar faces have a robust representation in memory because they have been encountered over a wide variety of contexts and image changes (e.g. lighting, viewpoint and expression). By contrast, unfamiliar faces are encountered only once, and so they do not benefit from such richness of experience and are represented based on image-specific details. In this registered report, we used a repeat detection task to test whether familiar faces are recognized better than unfamiliar faces across image changes. Participants viewed a stream of more than 1000 celebrity face images for 0.5 s each, any of which might be repeated at a later point and has to be detected. Some participants saw the same image at repeats, while others saw a different image of the same face. A post-experimental familiarity check allowed us to determine which celebrities were and were not familiar to each participant. We had three predictions: (i) detection would be better for familiar than unfamiliar faces, (ii) detection would be better across same rather than different images, and (iii) detection of familiar faces would be comparable across same and different images, but detection of unfamiliar faces would be poorer across different images. We obtained support for the first two predictions but not the last. Instead, we found that repeat detection of faces, regardless of familiarity, was poorer across different images. Our study suggests that the robustness of familiar face recognition may have limits, and that under some conditions, familiar face recognition can be just as influenced by image changes as unfamiliar face recognition.",01/05/2018,25/11/2018 17:58,25/11/2018 17:58,05/06/2018 12:51,170634,,5,5,,,How robust is familiar face recognition?,,,,,,,en,"© 2018 The Authors.. Published by the Royal Society under the terms of the Creative Commons Attribution License http://creativecommons.org/licenses/by/4.0/, which permits unrestricted use, provided the original author and source are credited.",,,,rsos.royalsocietypublishing.org,,0,<p>Stage 1 available here: https://osf.io/j35xf/register/565fb3678c5e4a66b5582f67</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,3QNRYKML,journalArticle,2017,"Campbell, Anne Eileen; Chambers, Christopher D.; Allen, Christopher P.G.; Hedge, Craig; Sumner, Petroc",Impairment of manual but not saccadic response inhibition following acute alcohol intoxication*,Drug and Alcohol Dependence,,3768716,10.1016/j.drugalcdep.2017.08.022,http://linkinghub.elsevier.com/retrieve/pii/S0376871617304635,,19/09/2017,25/11/2018 17:58,25/11/2018 17:58,,242-254,,,181,,,,,,,,,,en,,,,,CrossRef,,0,"<p>Does not say it's an RR, but metadata on when Protocol was received and accepted and when Manuscript was received and accepted is indicative of Registered Report</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
